rid,dataset_name,label_v2,text,matched_claim,rating,label_factcheck,publisher,url,score,concorda
269006619848978374,FC_BOATOS,fake,"SEJA UM FISCAL NA APURAÇÃO - O ""Você Fiscal"" é um aplicativo que permite a qualquer eleitor fiscalizar a transmissão de resultados da urna em que votou, registrando o Boletim de Urna (BU) ao fim da el","SEJA UM FISCAL NA APURAÇÃO - O ""Você Fiscal"" é um aplicativo que permite a qualquer eleitor fiscalizar a transmissão de resultados da urna em que votou, registrando o Boletim de Urna (BU) ao fim da el",Falso,fake,boatos.org,https://www.boatos.org/tecnologia/aplicativo-voce-fiscal-diego-aranha-vai-ser-utilizado-eleicoes-de-2022.html,1.0,1
155736773405880991,FC_LUPA,fake,"“Horário de votação no Mato Grosso: vai acontecer das 7h às 16h, não mais até às 17h. É ou não é uma pegadinha?”","“Horário de votação no Mato Grosso: vai acontecer das 7h às 16h, não mais até às 17h. É ou não é uma pegadinha?”","Verdadeiro, mas...",fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/01/video-de-apresentadora-do-mt-traz-informacoes-falsas-sobre-urnas-e-regras-eleitorais,1.0,1
324029447029351788,FC_LUPA,fake,CNN admite que PT já perdeu. Bolsonaro ganha no primeiro turno,CNN admite que PT já perdeu. Bolsonaro ganha no primeiro turno,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/01/falso-comentaristas-cnn-admitiram-vitoria-de-bolsonaro,1.0,1
996669525449029575,FC_LUPA,fake,"Bolsonaro acaba de ser reeleito em 1º turno, na Nova Zelândia Presidente obteve 99% dos votos registrados. Boca de urna na Austrália e Japão também mostram que vitória será avassaladora.""","Bolsonaro acaba de ser reeleito em 1º turno, na Nova Zelândia Presidente obteve 99% dos votos registrados. Boca de urna na Austrália e Japão também mostram que vitória será avassaladora.""",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/bolsonaro-reeleito-nova-zelandia,1.0,1
878537487038642893,FC_LUPA,fake,"Japão: em seção de Nagoia, Bolsonaro vence com 93% dos votos","Japão: em seção de Nagoia, Bolsonaro vence com 93% dos votos",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/e-de-2018-texto-da-veja-dizendo-que-bolsonaro-venceu-eleicao-em-nagoia-no-japao-com-93-dos-votos,1.0,1
1032526931452869271,FC_LUPA,fake,Bolsonaro vence e convence na comunidade brasileira residente na Austrália,Bolsonaro vence e convence na comunidade brasileira residente na Austrália,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/comemoracao-vitoria-bolsonaro-australia-2018,1.0,1
1102730838803239854,FC_LUPA,fake,Dentro do metrô em São Paulo o pessoal indo votar,Dentro do metrô em São Paulo o pessoal indo votar,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/video-com-pessoas-cantando-hino-nacional-no-metro-nao-foi-nas-eleicoes,1.0,1
420720349401208322,FC_LUPA,fake,“O que fazer se a urna eletrônica tiver algum defeito?”,“O que fazer se a urna eletrônica tiver algum defeito?”,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/falhas-procedimento-urna-e-falso,1.0,1
942095417322400594,FC_LUPA,fake,"Bolsonaro disparado na boca de urna. O Instituto IPEC de pesquisas acaba de liberar a primeira prévia das intenções de votos já registrados pelos eleitores brasileiros, Bolsonaro com 64% dos votos lid","Bolsonaro disparado na boca de urna. O Instituto IPEC de pesquisas acaba de liberar a primeira prévia das intenções de votos já registrados pelos eleitores brasileiros, Bolsonaro com 64% dos votos lid",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/pesquisa-boca-de-urna-bolsonaro-lula,1.0,1
848322383296802318,FC_LUPA,fake,"As urnas chegando de táxi, nem polícia é”","As urnas chegando de táxi, nem polícia é”",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/urna-transportada-por-taxi,1.0,1
775948719262821477,FC_SBT,fake,"Pedido de voto de ACM Neto, do União Brasil, para João Roma, do PL","Pedido de voto de ACM Neto, do União Brasil, para João Roma, do PL",ENGANOSO,fake,sbt,https://www.sbtnews.com.br/noticia/de%20fato/225645-enganoso-video-de-apoio-de-acm-neto-a-joao-roma-e-de-2018,1.0,1
830364219765578243,FC_SBT,true,Carro de estatal do PA usado para transporte de material eleitoral,Carro de estatal do PA usado para transporte de material eleitoral,VERDADEIRO,true,sbt,https://www.sbtnews.com.br/noticia/de%20fato/225068-verdadeiro-carro-de-estatal-do-pa-foi-utilizado-para-transporte-de-material-eleitoral,1.0,1
801621751816419691,FC_SBT,fake,Candidatos às eleições de MT tentaram comprar votos por WhatsApp,Candidatos às eleições de MT tentaram comprar votos por WhatsApp,FALSO,fake,sbt,https://www.sbtnews.com.br/noticia/de%20fato/225269-falso-candidatos-de-mt-nao-tentaram-comprar-votos-por-whatsapp,1.0,1
385211627291415038,FC_SBT,fake,Urnas foram apreendidas com votos preenchidos para Haddad,Urnas foram apreendidas com votos preenchidos para Haddad,FALSO,fake,sbt,https://www.sbtnews.com.br/noticia/de%20fato/225558-falso-urnas-nao-foram-apreendidas-com-votos-preenchidos-para-haddad,1.0,1
553892423148757280,FC_SBT,fake,Urnas eletrônicas de Cordeiro (RJ) tinham votos registrados,Urnas eletrônicas de Cordeiro (RJ) tinham votos registrados,FALSO,fake,sbt,https://www.sbtnews.com.br/noticia/de%20fato/225578-falso-urnas-eletronicas-de-cordeiro-rj-nao-tinham-votos-registrados,1.0,1
618313809310774394,FC_FOLHA,fake,"Posts que circulam nas redes sociais mentem ao afirmar que ""mesários bolsonaristas não vão entregar aos eleitores os comprovantes de votação e nem exigir assinatura no livro de registro"" para, ao fim ","Posts que circulam nas redes sociais mentem ao afirmar que ""mesários bolsonaristas não vão entregar aos eleitores os comprovantes de votação e nem exigir assinatura no livro de registro"" para, ao fim ",Falso,fake,folha,https://www1.folha.uol.com.br/poder/2022/10/eleitores-com-biometria-cadastrada-nao-precisam-assinar-caderno-de-votacao.shtml,1.0,1
354443299449199062,FC_BOATOS,fake,"PLANO DE GOVERNO DO LULA REGISTRADO NO TSE? 1° Fim do combate ostensivo ao tráfico de drogas 2° Ideologia de Gênero nas escolas 3º Fim do teto de gastos, onde o Governo é livre para gastar da forma qu","PLANO DE GOVERNO DO LULA REGISTRADO NO TSE? 1° Fim do combate ostensivo ao tráfico de drogas 2° Ideologia de Gênero nas escolas 3º Fim do teto de gastos, onde o Governo é livre para gastar da forma qu",Falso,fake,boatos.org,https://www.boatos.org/politica/plano-de-governo-de-lula-preve-fim-do-combate-ao-trafico-ideologia-de-genero-e-ministerio-da-verdade-boato.html,1.0,1
380812332402589457,FC_BOATOS,fake,"Bolsonaro acaba de ser reeleito em 1º turno, na Nova Zelândia Presidente obteve 99% dos votos registrados.","Bolsonaro acaba de ser reeleito em 1º turno, na Nova Zelândia Presidente obteve 99% dos votos registrados.",Falso,fake,boatos.org,https://www.boatos.org/politica/bolsonaro-acaba-de-ser-reeleito-em-1o-turno-na-nova-zelandia.html,1.0,1
821133667607262233,FC_LUPA,fake,"“BARREIRAS NÃO TEM NEM 200MIL HABITANTES, E O RESULTADO DA ELEIÇÃO FOI 215mil votos pra Lula e 78mil votos pra Bolsonaro”","“BARREIRAS NÃO TEM NEM 200MIL HABITANTES, E O RESULTADO DA ELEIÇÃO FOI 215mil votos pra Lula e 78mil votos pra Bolsonaro”",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/03/votos-habitantes-cidade-baiana,1.0,1
412394786748773713,FC_LUPA,fake,Vou mandar os áudios que Ciro mandou no grupo do pdt”,Vou mandar os áudios que Ciro mandou no grupo do pdt”,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/03/audio-ciro-gomes,1.0,1
589682520260096157,FC_LUPA,fake,"Apesar de várias divergências, nesse segundo turno apoiarei o Bolsonaro contra a volta de toda a roubalheira do PT e sua quadrilha”","Apesar de várias divergências, nesse segundo turno apoiarei o Bolsonaro contra a volta de toda a roubalheira do PT e sua quadrilha”",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/03/ciro-gomes-apoio-a-bolsonaro,1.0,1
1088695384173399583,FC_BOATOS,fake,Eleições confirmam que urnas sempre foram seguras. BARREIRAS: BAHIA. ELEITORES:103.075. Votos no Lula: 213.243.,Eleições confirmam que urnas sempre foram seguras. BARREIRAS: BAHIA. ELEITORES:103.075. Votos no Lula: 213.243.,Falso,fake,boatos.org,https://www.boatos.org/politica/barreiras-ba-103-mil-eleitores-mas-lula-213-mil-votos.html,1.0,1
661025882257017317,FC_BOATOS,fake,Eleições já encerradas horário de Brasília. Fuso horário dos país França bolsonaro 8789 votos Lula 459 votos Alemanha Bolsonaro 12427 votos Lula 327 Portugal Bolsonaro 17890 votos Lula 1245 votos,Eleições já encerradas horário de Brasília. Fuso horário dos país França bolsonaro 8789 votos Lula 459 votos Alemanha Bolsonaro 12427 votos Lula 327 Portugal Bolsonaro 17890 votos Lula 1245 votos,Falso,fake,boatos.org,https://www.boatos.org/politica/bolsonaro-venceu-lula-franca-alemanha-portugal.html,1.0,1
830422636418587054,FC_G1,true,voto servirá como prova de vida junto ao INSS,“FIQUE POR DENTRO DAS INFORMAÇÕES! DIVULGUE PARA UM AMIGO! APOSENTADOS QUE FOREM ÀS URNAS EM OUTUBRO: O VOTO SERVIRÁ DE PROVA DE VIDA JUNTO AO INSS. FATO QUE INFELIZMENTE NÃO ESTÁ SENDO DIVULGADO PELA,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2024/09/19/voto-nas-eleicoes-de-2024-nao-serve-como-prova-de-vida-ao-inss,1.0,0
429340586727997303,FC_BOATOS,fake,"Durante a apuração das eleições, hackers russos descobriram fraude das urnas eletrônicas, Exército foi avisado e evitou vitória de Lula no 1º turno","Hackers russos descobriram fraude nas urnas eletrônicas, avisaram Exército e evitaram vitória de Lula no 1º turno",Falso,fake,boatos.org,https://www.boatos.org/politica/hackers-russos-descobriram-fraude-nas-urnas-eletronicas-avisaram-exercito-evitaram-vitoria-de-lula-no-1o-turno.html,0.833,1
60165647428786341,FC_BOATOS,fake,Está aí a prova da fraude nas eleições de 2022,"Vamos compartilhar ao máximo esse vídeo para que as pessoas de bem possam se informar de uma possível fraude nas eleições de 2022 (...) Em Itapeva, as URNAS estão sendo abertas no SINDICATO DOS TRABAL",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/09/27/urnas-sindicato-itapeva,0.8,1
102883389038243331,FC_BOATOS,fake,"O presidente Jair Bolsonaro acabou de ser flagrado em um templo da maçonaria e, durante discurso, prometeu entregar o Brasil para satanás se for eleito",Vídeo de Jair Bolsonaro em templo da maçonaria,Verdadeiro,true,folha,https://www1.folha.uol.com.br/poder/2022/10/volta-a-circular-video-de-bolsonaro-em-templo-maconico.shtml,0.8,0
725946361506080893,FC_LUPA,fake,"Não tem como Bolsonaro ter perdido em Minas. Conta simples! Precisa viralizar esse vídeo 😳QUE VERGONHA ESSA FRAUDE🤮🤮🤮ALGO PRECISA SER FEITO URGENTE 😳😳😳😳😳😳😳😳😳😳😳😳😳😳 A BANDIDAGEM ESTÁ DESCARADA DEMAIS👀👀""","Não tem como Bolsonaro ter perdido em Minas. Conta simples! Precisa viralizar esse vídeo 😳QUE VERGONHA ESSA FRAUDE🤮🤮🤮ALGO PRECISA SER FEITO URGENTE 😳😳😳😳😳😳😳😳😳😳😳😳😳😳 A BANDIDAGEM ESTÁ DESCARADA DEMAIS👀👀""",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/bolsonaro-minas-gerais-lula,1.0,1
229485209932975556,FC_LUPA,fake,"“Smartmatic está trocando os votos. Nos 50% das urnas, dá a virada pro Lula (...) A Smartmatic tem o software das urnas”","“Smartmatic está trocando os votos. Nos 50% das urnas, dá a virada pro Lula (...) A Smartmatic tem o software das urnas”",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/smartmatic-nao-fornece-urnas-eletronicas-e-nem-softwares-eleicoes-2022,1.0,1
408826858570398506,FC_LUPA,fake,"ESCÂNDALO! Vazam vídeos e fotos de Bolsonaro pedindo votos na Maçonaria e tirando fotos ao lado do Baphomet, um dos principais símbolos relacionado ao satanismo","ESCÂNDALO! Vazam vídeos e fotos de Bolsonaro pedindo votos na Maçonaria e tirando fotos ao lado do Baphomet, um dos principais símbolos relacionado ao satanismo",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/bolsonaro-maconaria-baphomet,1.0,1
443722371038665963,FC_LUPA,fake,"“boletins de urnas não computadas encontrados na rua""","“boletins de urnas não computadas encontrados na rua""",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/boletim-urna-curitiba,1.0,1
411645232162726654,FC_LUPA,fake,"- Maçonaria será maior que o cristianismo no Brasil, por isso buscamos o apoio dessa gente. - Cristãos, em sua maioria, são pobres e precisamos dos maçons que são ricos para bancar nossa campanha até ","- Maçonaria será maior que o cristianismo no Brasil, por isso buscamos o apoio dessa gente. - Cristãos, em sua maioria, são pobres e precisamos dos maçons que são ricos para bancar nossa campanha até ",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/bolsonaro-maconaria-cristianismo,1.0,1
897905654192238845,FC_LUPA,fake,"Já tem gente que votou no primeiro e segundo turno. Muito suspeito, para não dizer outra coisa”","Já tem gente que votou no primeiro e segundo turno. Muito suspeito, para não dizer outra coisa”",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/eleitores-ja-votaram-no-segundo-turno,1.0,1
640834217986316980,FC_LUPA,fake,Forças Armadas podem interferir a qualquer momento”,Forças Armadas podem interferir a qualquer momento”,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/cnn-forcas-armadas-intervencao,1.0,1
371808958643804105,FC_LUPA,fake,CIDADES QUE ATÉ OS MORTOS VOTARAM EM LULA.,CIDADES QUE ATÉ OS MORTOS VOTARAM EM LULA.,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/lista-de-cidades-votos-lula-superou-populacao,1.0,1
275479803288287502,FC_BOATOS,fake,"Ciro Gomes grava áudio de apoio a Bolsonaro, denunciando fraude nas eleições e pedindo intervenção militar","Ciro Gomes grava áudio de apoio a Bolsonaro, denunciando fraude nas eleições e pedindo intervenção militar",Falso,fake,boatos.org,https://www.boatos.org/politica/ciro-gomes-grava-audio-de-apoio-bolsonaro-pede-intervencao-militar-no-caso-de-vitoria-de-lula.html,1.0,1
965253440344825884,FC_BOATOS,fake,Exército solicita o código fonte do programa de centralização dos votos. Há uma suposição de erro considerando o voto de rebanho. O ITA é o IME irão fazer a auditoria. Entenda como funciona conforme o,Exército solicita o código fonte do programa de centralização dos votos. Há uma suposição de erro considerando o voto de rebanho. O ITA é o IME irão fazer a auditoria. Entenda como funciona conforme o,Falso,fake,boatos.org,https://www.boatos.org/politica/exercito-pediu-codigo-fonte-das-urnas-eletronicas-porque-descobriu-fraude-voto-de-rebanho.html,1.0,1
278990402123477230,FC_BOATOS,fake,Boletim de urna encontrado na rua em Curitiba (Paraná) prova fraude de votos não contabilizados para Bolsonaro nas eleições,Boletim de urna encontrado na rua em Curitiba (Paraná) prova fraude de votos não contabilizados para Bolsonaro nas eleições,Falso,fake,boatos.org,https://www.boatos.org/politica/boletim-urna-rua-curitiba-fraude-bolsonaro.html,1.0,1
457419354854353373,FC_BOATOS,fake,"Hackers russos descobriram fraude nas urnas eletrônicas, avisaram Exército e evitaram vitória de Lula no 1º turno","Hackers russos descobriram fraude nas urnas eletrônicas, avisaram Exército e evitaram vitória de Lula no 1º turno",Falso,fake,boatos.org,https://www.boatos.org/politica/hackers-russos-descobriram-fraude-nas-urnas-eletronicas-avisaram-exercito-evitaram-vitoria-de-lula-no-1o-turno.html,1.0,1
110576436810922412,FC_BOATOS,fake,"Bolsonaro posando ao lado do Baphomet, um dos principais símbolos do satanismo, enquanto engana os fiéis se dizendo cristão","Bolsonaro posando ao lado do Baphomet, um dos principais símbolos do satanismo, enquanto engana os fiéis se dizendo cristão",Falso,fake,boatos.org,https://www.boatos.org/politica/bolsonaro-posa-ao-lado-de-quadro-de-demonio-baphomet-na-maconaria.html,1.0,1
862503390312018472,FC_BOATOS,fake,CIDADES QUE ATÉ OS MORTOS VOTARAM EM LULA. N.S. da Glória (Se) 3.053 habitantes. 4.615 votaram em Lula. Porto da Pedra: (Pe) 6.122 habitantes: 8.090 votaram em Lula. Poço das Antas(Pe),CIDADES QUE ATÉ OS MORTOS VOTARAM EM LULA. N.S. da Glória (Se) 3.053 habitantes. 4.615 votaram em Lula. Porto da Pedra: (Pe) 6.122 habitantes: 8.090 votaram em Lula. Poço das Antas(Pe),Falso,fake,boatos.org,https://www.boatos.org/politica/mortos-votaram-em-lula-em-diversas-cidades-no-nordeste-do-brasil.html,1.0,1
121731552457982310,FC_FOLHA,true,Vídeo de Jair Bolsonaro em templo da maçonaria,Vídeo de Jair Bolsonaro em templo da maçonaria,Verdadeiro,true,folha,https://www1.folha.uol.com.br/poder/2022/10/volta-a-circular-video-de-bolsonaro-em-templo-maconico.shtml,1.0,1
497428048136757684,FC_BOATOS,fake,"Estou vendo aqui a matemática q percebo agora. Antes do resultado final. Estou vendo q está assim: Com 12% temos: Bolsonaro 48% Lula 42% Então, observem o seguinte: nos votos totais. A cada 12% de apu","Estou vendo aqui a matemática q percebo agora. Antes do resultado final. Estou vendo q está assim: Com 12% temos: Bolsonaro 48% Lula 42% Então, observem o seguinte: nos votos totais. A cada 12% de apu",Falso,fake,boatos.org,https://www.boatos.org/politica/algoritmo-da-urna-da-1-para-lula-a-cada-12-de-votos-apurados-prova-da-fraude-nas-eleicoes.html,1.0,1
329412961283243408,FC_BOATOS,fake,Lula acabou de declarar que vai fechar igrejas em 2023,"ATENÇÃO! LULA ACABA DE DECLARAR QUE IRA FECHAR IGREJAS EM 2023, ISSO É MUITO SERIO IGREJA.",Falso,fake,boatos.org,https://www.boatos.org/politica/lula-acaba-declarar-vai-fechar-igrejas-2023.html,0.833,1
211485832782356769,FC_LUPA,fake,G1: É real imagem onde ex-presidente Lula segura estátua de bafomé,G1: É real imagem onde ex-presidente Lula segura estátua de bafomé,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/05/montagem-g1-foto-lula-baphomet,1.0,1
536764060561644565,FC_LUPA,fake,"Essa urna, ela tem a quantidade de eleitores aptos, como diz o boletim de urna, de 125, não esse total de 458. Eu acredito que não estou fazendo a leitura errada desse boletim de urna. A gente precisa","Essa urna, ela tem a quantidade de eleitores aptos, como diz o boletim de urna, de 125, não esse total de 458. Eu acredito que não estou fazendo a leitura errada desse boletim de urna. A gente precisa",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/05/secao-mapaca-votos-presidente,1.0,1
377483889364110173,FC_LUPA,fake,G1: Lula diz em jantar com aliados que nem Deus tira essa eleição dele,G1: Lula diz em jantar com aliados que nem Deus tira essa eleição dele,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/05/g1-nao-publicou-que-lula-nem-deus-tira-a-eleicao,1.0,1
956507309082336257,FC_LUPA,fake,TSE cometeu uma falha e acabou mostrando a vitória do Bolsonaro com 55% dos votos,TSE cometeu uma falha e acabou mostrando a vitória do Bolsonaro com 55% dos votos,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/05/grafico-55-bolsonaro-tse-resultado-no-parana,1.0,1
969076227551214105,FC_BOATOS,fake,"ATENÇÃO! LULA ACABA DE DECLARAR QUE IRA FECHAR IGREJAS EM 2023, ISSO É MUITO SERIO IGREJA.","ATENÇÃO! LULA ACABA DE DECLARAR QUE IRA FECHAR IGREJAS EM 2023, ISSO É MUITO SERIO IGREJA.",Falso,fake,boatos.org,https://www.boatos.org/politica/lula-acaba-declarar-vai-fechar-igrejas-2023.html,1.0,1
613066468132793938,FC_BOATOS,fake,Áudio do major Humberto Picolino revela que eleição é teatro para intervenção e que urnas estão conectadas com sistema Starlink e quântico,Áudio do major Humberto Picolino revela que eleição é teatro para intervenção e que urnas estão conectadas com sistema Starlink e quântico,Falso,fake,boatos.org,https://www.boatos.org/politica/major-humberto-picolino-teatro-intervencao.html,1.0,1
381728697158277347,FC_LUPA,fake,MUITO ESTRANHO Vamos ver no que vai dar tudo isso né? Se for verdade o que foi demostrado a coisa pode desandar,MUITO ESTRANHO Vamos ver no que vai dar tudo isso né? Se for verdade o que foi demostrado a coisa pode desandar,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/06/voto-transito-uberlandia,1.0,1
391772768443861586,FC_LUPA,fake,"Em 2023, quando eu assumir a presidência, as igrejas evangélicas e católicas terão que seguir a lei, nos vamos obrigá-los a casar pessoas da comunidade LGBT, chega de homofobia. Os padres e pastores q","Em 2023, quando eu assumir a presidência, as igrejas evangélicas e católicas terão que seguir a lei, nos vamos obrigá-los a casar pessoas da comunidade LGBT, chega de homofobia. Os padres e pastores q",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/06/lula-cristianismo-montagens,1.0,1
217969064655560914,FC_LUPA,fake,"Nas penitenciárias Brasil a fora os detentos comemoram os votos obtidos pelo ""Pai "" Lula. A pergunta é: Por que será essa felicidade dos bandidos com o Lulaladrão?","Nas penitenciárias Brasil a fora os detentos comemoram os votos obtidos pelo ""Pai "" Lula. A pergunta é: Por que será essa felicidade dos bandidos com o Lulaladrão?",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/06/video-presos-primeiro-turno,1.0,1
332675805685486326,FC_BOATOS,fake,"Em matéria do G1, há o informe de que o presidente da Rússia Vladimir Putin pode paralisar o fornecimento de fertilizantes para o Brasil se Lula for eleito",Putin diz que pode paralisar fornecimento de fertilizantes para o Brasil caso Lula seja eleito,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/07/g1-putin-fertilizantes-lula,0.8,1
14460672057302736,FC_LUPA,fake,"Lula ataca padres, pastores e as igrejas... de novo! Fim das igrejas. Vote 13","Lula ataca padres, pastores e as igrejas... de novo! Fim das igrejas. Vote 13",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/07/lula-padres-igreja,1.0,1
836362747631852297,FC_LUPA,fake,"É mais certeza de não haver 2º turno, se houver, se acontecer de novo, é [artigo] 142”","É mais certeza de não haver 2º turno, se houver, se acontecer de novo, é [artigo] 142”",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/07/ministro-da-defesa-audio-2o-turno,1.0,1
990778389459907351,FC_LUPA,fake,"Erika Hilton será a ministra da Mulher, Família e Direitos Humanos do governo Lula ”","Erika Hilton será a ministra da Mulher, Família e Direitos Humanos do governo Lula ”",Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/07/erika-hilton-sera-ministra-da-mulher,1.0,1
888092406531020607,FC_LUPA,fake,Putin diz que pode paralisar fornecimento de fertilizantes para o Brasil caso Lula seja eleito,Putin diz que pode paralisar fornecimento de fertilizantes para o Brasil caso Lula seja eleito,Falso,fake,lupa,https://lupa.uol.com.br/jornalismo/2022/10/07/g1-putin-fertilizantes-lula,1.0,1
384200353220788174,FC_BOATOS,fake,Melissa vai dar sandálias grátis no Outubro Rosa,Melissa vai dar sandálias grátis no Outubro Rosa,Falso,fake,boatos.org,https://www.boatos.org/tecnologia/melissa-esta-dando-sandalia-gratis-por-causa-do-outubro-rosa-no-whatsapp.html,1.0,1
1127393334675284393,FC_BOATOS,fake,"URGENTE O Presidente do Senado Rodrigo Pacheco acatou o projeto do ""Voto Auditável"" e foi colocado no Site do Senado para Consulta Pública, porém não está sendo Divulgado","URGENTE O Presidente do Senado Rodrigo Pacheco acatou o projeto do ""Voto Auditável"" e foi colocado no Site do Senado para Consulta Pública, porém não está sendo Divulgado",Falso,fake,boatos.org,https://www.boatos.org/politica/projeto-voto-auditavel-para-eleicoes-2022-acatado-rodrigo-pacheco-presidente-do-senado.html,1.0,1
343912080188715007,FC_BOATOS,fake,ARECE QUE A GLOBO CANÇOU DE PASSAR VERGONHA: BOLSONARO 51% E MARIDO DA JANJA 43% PELO IPEC AGORA SIM FALA A VERDADE OU PERDE A CONCESSÃO.,ARECE QUE A GLOBO CANÇOU DE PASSAR VERGONHA: BOLSONARO 51% E MARIDO DA JANJA 43% PELO IPEC AGORA SIM FALA A VERDADE OU PERDE A CONCESSÃO.,Falso,fake,boatos.org,https://www.boatos.org/politica/pesquisa-ipec-jornal-nacional-mostra-bolsonaro-com-55-frente-de-lula-2o-turno-das-eleicoes.html,1.0,1
946418713464181703,FC_BOATOS,fake,General Paulo Sérgio grava áudio falando que haverá intervenção militar durante as eleições 2022,General Paulo Sérgio grava áudio falando que haverá intervenção militar durante as eleições 2022,Falso,fake,boatos.org,https://www.boatos.org/politica/general-paulo-sergio-audio-havera-intervencao-militar-durante-eleicoes-2022.html,1.0,1
907231984854892804,FC_BOATOS,fake,"Lula: ""Vamos vencer Bolsonaro com a ajuda do pai Xangô e das entidades do candomblé que nos apoiam. Nem Jesus Cristo poderá nos parar""","Lula: ""Vamos vencer Bolsonaro com a ajuda do pai Xangô e das entidades do candomblé que nos apoiam. Nem Jesus Cristo poderá nos parar""",Falso,fake,boatos.org,https://www.boatos.org/politica/lula-diz-que-vai-vencer-bolsonaro-com-ajuda-de-xango-e-que-nem-jesus-vai-lhe-parar.html,1.0,1
720080936083051845,FC_BOATOS,fake,"Em publicação no Facebook, o presidente Jair Bolsonaro anunciou que estuda acabar com o feriado de 12 de outubro, Dia da Nossa Senhora Aparecida",Bolsonaro planeja acabar com o feriado de 12 de outubro (Dia da Nossa Senhora Aparecida),Falso,fake,boatos.org,https://www.boatos.org/politica/bolsonaro-planeja-acabar-com-o-feriado-de-12-de-outubro-dia-da-nossa-senhora-aparecida-boato.html,0.875,1
928722311002331233,FC_BOATOS,fake,O ex-deputado Roberto Jefferson divulgou o escândalo que todo mundo suspeitava,"ELEIÇÕES DE 2022 NO BRASIL DIVULGADO O ESCÂNDALO QUE TODO MUNDO SUSPEITAVA! Talvez, isso explique o fato do ex-deputado Roberto Jefferson ter declarado a seguinte frase: “Se as pessoas soubessem o que",Falso,fake,boatos.org,https://www.boatos.org/politica/alexandre-de-moraes-vendeu-as-eleicoes-2022-para-lula-pt-em-escandalo-que-todo-mundo-suspeitava.html,0.875,1
327793205330472387,FC_BOATOS,fake,Pesquisa Pesquisa eleitoral para presidente da República em 2022. Vote  para presidente da República em 2022.,Pesquisa Pesquisa eleitoral para presidente da República em 2022. Vote https://www.creditoparacartao.com/enquete/ para presidente da República em 2022.,Falso,fake,boatos.org,https://www.boatos.org/politica/responda-pesquisa-eleitoral-para-presidente-em-2022-compartilhando-link-no-whatsapp.html,1.0,1
168303091065676519,FC_BOATOS,fake,"ELEIÇÕES 2022- DIVULGADO O ESCÂNDALO QUE TODO MUNDO SUSPEITAVA Talvez, isso explique a razão do ex dep Roberto Jefferson ter declarado a seguinte frase: ""Se as pessoas soubessem o que aconteceu em Bra","ELEIÇÕES 2022- DIVULGADO O ESCÂNDALO QUE TODO MUNDO SUSPEITAVA Talvez, isso explique a razão do ex dep Roberto Jefferson ter declarado a seguinte frase: ""Se as pessoas soubessem o que aconteceu em Bra",Falso,fake,boatos.org,https://www.boatos.org/politica/alexandre-de-moraes-vendeu-eleicoes-2022-para-pt-escandalo-divulgado-roberto-jefferson.html,1.0,1
