rid,text,publisher,auto_label,confidence,method,evidence,evidence_title,sim,n_resultados
653903358772181650,Apple: venda de iPhones caiu 15% no final de 2018,NEWS_PODER360,unknown,-,abstencao,,,,9
870824246386739463,Gráfico de Meirelles comprova que PEC241 fará cortes de R$ 443 bi em educação e saúde,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
952817154859368839,"Brasil de Fato participa de mostra de cinema no Sesc São Bento, em SP, com série documental Território em Fluxo",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,1
882101840773946523,"Com disputa acirrada entre esquerda e direita, ameaças marcam eleições na Colômbia",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
482319608746295103,Reguladores financeiros e fintechs estudam novas formas de colaborar a &#8220;breve trecho&#8221;,NEWS_ECO,unknown,-,abstencao,,,,0
1091961845233112435,PT monta time para campanha de Haddad e quer vice de centro em SP,NEWS_PODER360,unknown,-,abstencao,,,,16
393523426973433196,Saiba como foi o Golpe do Paraguai de 2012,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,49
676815431454156027,Governo quer reformas e pacotão econômico aprovados no Congresso até julho,NEWS_PODER360,unknown,-,abstencao,,,,7
66417641747810171,"&#8220;Logo não serei a única&#8221;, diz primeira indígena empossada Defensora Pública do Estado da Bahia",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
392866236655302618,Decisão sobre liberdade de Lula será tomada pelo presidente do TRF-4,NEWS_PODER360,unknown,-,abstencao,,,,48
736551264202938263,"Presidente do Paraguai sabia sobre &#8216;acordo secreto&#8217; da Itaipu, diz jornal",NEWS_PODER360,unknown,-,abstencao,,,,0
425892802572029269,Declaração de Roma já foi assinada pelos líderes europeus,NEWS_ECO,unknown,-,abstencao,,,,8
1037652096318457374,Estados Unidos já não são uma democracia completa &#8211; e a culpa não é de Trump,NEWS_ECO,unknown,-,abstencao,,,,0
765482037404456505,O dia em direto nos mercados e na economia – 4 de março,NEWS_ECO,unknown,-,abstencao,,,,78
552417542641689970,Simples Nacional tem 853 mil pedidos de adesão em 2024,NEWS_PODER360,unknown,-,abstencao,,,,0
537205894149030580,Mais de dois milhões de pessoas em Espanha têm pedras nos rins,NEWS_ECO,unknown,-,abstencao,,,,3
340441964545594058,Suécia vai enviar militares para a Gronelândia a pedido da Dinamarca,NEWS_ECO,true,media,corroboracao,bbc.com;cnnbrasil.com.br;dw.com;estadao.com.br;g1.globo.com;metropoles.com;poder360.com.br,,,54
179870138103829939,"Fecho da operação de manutenção e engenharia da TAP no Brasil &#8220;não é decisão fácil&#8221;, diz CEO",NEWS_ECO,unknown,-,abstencao,,,,0
980222439476863801,Jovem morre atropelada por caminhão no Carnaval de Salvador,NEWS_PODER360,true,media,corroboracao,cnnbrasil.com.br;estadao.com.br;g1.globo.com;metropoles.com;terra.com.br,,,74
658704975977911290,Cepa indiana do coronavírus é mais transmissível e foi confirmada em Minas Gerais,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,10
763216944552961210,Solidariedade é o foco da Páscoa em Curitiba,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,5
334155148113772690,Restauração nos Lençóis Maranhenses e como resolver dois problemas com um plantio só,NEWS_OECO,unknown,-,abstencao,,,,2
569241374136857421,"Não tema o crescimento, ele não é mais o inimigo do planeta",NEWS_OECO,unknown,-,abstencao,,,,3
928557082117415471,"Inflação ficou fora da meta por dólar e economia aquecida, diz BC",NEWS_PODER360,unknown,-,abstencao,,,,67
533547043284383969,TJ anula júri que condenou ex-PM e guarda civil por chacina em Osasco em 2015,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,10
1053789088783687244,Portugal tem apenas 14% de mulheres em lugares de gestão de topo. Há &#8220;espaço para melhorar a vários níveis&#8221;,NEWS_ECO,unknown,-,abstencao,,,,0
749717230952547950,"Descida do IVA na luz beneficiaria famílias mais ricas, diz Centeno",NEWS_ECO,unknown,-,abstencao,,,,0
971277443993672066,"Apoiado por ex-presidente Uribe, direitista Duque é eleito presidente da Colômbia",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,27
30840670838504648,Doria vence prévias do PSDB e deve ser o candidato ao governo de SP,NEWS_PODER360,unknown,-,abstencao,,,,38
388359753460870201,Autoridades repercutem atos contra e a favor do governo neste domingo em SP,NEWS_PODER360,unknown,-,abstencao,,,,6
935639080227730705,Manter controlo da refinaria de Sines? Governo &#8220;vai ver as ferramentas que existem&#8221;,NEWS_ECO,unknown,-,abstencao,,,,0
1046001029549207768,Eleição da Câmara tem horários definidos; sessão começará 19h,NEWS_PODER360,unknown,-,abstencao,,,,13
1012643261040928342,"Indicação do vice não cabe a ninguém, só a Nunes, diz Tarcísio",NEWS_PODER360,unknown,-,abstencao,,,,4
890005919752700724,Bolsonaro é derrotado no TSE em ação contra Alexandre de Moraes,NEWS_PODER360,unknown,-,abstencao,,,,66
1095940489532817098,Futebol nas mãos da Globo: propina não é único problema,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,8
702912929185262627,Bolsonaro ignora Ucrânia e inaugura travessia em SP; Itamaraty mostra &#8220;preocupação&#8221; com crise,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
892191673609449618,"IL e CDS em desacordo na privatização da TAP, CGD e RTP",NEWS_ECO,unknown,-,abstencao,,,,1
55276559255373156,Insolvências de empresas aumentam 35% e constituições caem 23% em janeiro,NEWS_ECO,unknown,-,abstencao,,,,0
1061314133069148516,"Antiga Triumph e Ricon são &#8220;infeliz coincidência&#8221; quando o têxtil bate recordes, diz a ATP",NEWS_ECO,unknown,-,abstencao,,,,0
1093410704179707464,Bolsonaro fala sobre visita à Rússia: &#8220;Putin é conservador”,NEWS_PODER360,unknown,-,abstencao,,,,0
594476044459010146,Marta Suplicy não aceita ser vice de Meirelles e anuncia desfiliação do MDB,NEWS_PODER360,unknown,-,abstencao,,,,6
984301136582833899,USP: alunos mantêm ocupação de reitoria e pedem reabertura de diálogo,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,6
637804205361191535,Brasília: PM e Exército concluem desmobilização de acampamento bolsonarista no QG,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,5
150068438035822549,Calamidade pública não dispensa teto de gastos e regra de ouro,NEWS_PODER360,unknown,-,abstencao,,,,8
723559840982839572,PF pode pedir afastamento de ministro? Especialista explica lacuna legal e próximos passos no caso Toffoli,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,1
1086510280686052316,MG: confira como foram os atos 19J contra Bolsonaro no estado,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
619667684518905281,Biblioteca Franco Giglio será recuperada e reaberta à comunidade,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,1
482995579991679042,NAU e Incode.2030 lançam curso gratuito para criadores de conteúdos digitais,NEWS_ECO,unknown,-,abstencao,,,,0
515165978353274097,"Sanções ferem &#8220;máquina de guerra&#8221; da Rússia, diz Otan",NEWS_PODER360,unknown,-,abstencao,,,,0
442978240918753270,"Bete Carvalho, Maria Gadú e Ana Canãs confirmam presença no 1° de Maio de Curitiba",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
871335896729508589,Banco dos Brics recebe jornalistas e dá presentes,NEWS_PODER360,unknown,-,abstencao,,,,2
1098480266389473198,Fabrício Queiroz seguia &#8216;complexa rotina de ocultação&#8217; e pensava em fugir,NEWS_PODER360,unknown,-,abstencao,,,,0
234762664536138337,Armazém do Campo DF é assaltado pela terceira vez em 2025 e prejuízo chega a R$ 4 mil,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
371946335861564581,"Após 10 anos, ninguém foi condenado por acidente que causou cratera no Metrô em SP",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,8
333472513077845318,Jornal Brasil de Fato RJ completa 10 anos produzindo notícias em formato online e impresso,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,5
779483735666051654,Efeito Neymar: Santos supera São Paulo e Palmeiras no Instagram,NEWS_PODER360,unknown,-,abstencao,,,,13
902840428687612812,Nova sondagem dá Ventura à frente seguido de Mendes e Cotrim,NEWS_ECO,unknown,-,abstencao,,,,28
1055629009532428169,"“Nosso Natal será cinza, em meio às cinzas”, diz morador de ocupação no Paraná",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
473285062642792685,"Teich diz que saída foi escolha própria, mas não explica motivos",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
954514796741262054,Dilma diz que 2018 será oportunidade para país retomar a democracia,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,3
1134159671782133405,Pesca Esportiva: até onde vai o turismo ecológico e começa o impacto ambiental,NEWS_OECO,unknown,-,abstencao,,,,31
327886684297157390,"PSD é independente, diz Kassab depois de projetar Bolsonaro fora do 2º turno",NEWS_PODER360,unknown,-,abstencao,,,,23
271282563680775045,Certificado Covid vai deixar de ser obrigatório para entrar em bares e restaurantes na Catalunha,NEWS_ECO,unknown,-,abstencao,,,,3
758168076429200870,General é novo conselheiro de Segurança Nacional de Trump,NEWS_PODER360,unknown,-,abstencao,,,,66
432620815215529515,Mergulhador diz que mini-submarino de Elon Musk foi só jogada de marketing,NEWS_PODER360,unknown,-,abstencao,,,,0
385379379432815562,"Mais de 1,1 mil cidades estão em alerta para chuvas; litoral de SP e RJ estão sob maior risco",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,77
498382966254029984,Programa Brasil de Fato PE: dirigente do MST denuncia despejo de terreno em Caruaru,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
384030420727734831,"FMI, guerra na Ucrânia, fome e exclusão regional: a dura mensagem de Fernández a Joe Biden",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
1101472783375316111,CCJ aprova multa de R$ 10 mil a quem promover e participar de aglomeração na pandemia,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,1
922455215088286190,Canadá anuncia que TikTok será excluído de aparelhos do governo,NEWS_PODER360,unknown,-,abstencao,,,,5
383399978101715565,"Prefeitura não renova contratos, e 200 mil paulistanos podem ficar sem médicos",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,1
75354081150276178,Lula classifica discussão entre Trump e Zelensky como &#8220;grotesca&#8221;,NEWS_PODER360,unknown,-,abstencao,,,,0
883416415235396740,Moraes nega recurso e mantém prisão de Anderson Torres,NEWS_PODER360,unknown,-,abstencao,,,,25
422228640979060089,Arranca período de vacinação exclusiva para crianças e comunidade escolar,NEWS_ECO,unknown,-,abstencao,,,,7
150550854873373843,Avon investe dois milhões de dólares em replantio de árvores na Mata Atlântica,NEWS_OECO,unknown,-,abstencao,,,,0
947439244606419754,Alckmin rebate delação da Ecovias e diz lamentar &#8220;versões irresponsáveis em ano eleitoral&#8221;,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
931173541766790762,Bruxelas: reformas orçamentais estruturais têm sido lentas,NEWS_ECO,unknown,-,abstencao,,,,0
31541715576971747,"Operação Marquês:&#8221;Esta é a história deste processo que não tem nada de oculto&#8221;, diz Ministério Público",NEWS_ECO,unknown,-,abstencao,,,,0
808060179214716539,Reforma trabalhista do agronegócio pode provocar violência e caos no campo,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
619684083255534506,Risco Brasil tem maior alta anual desde 2015 e fecha aos 205 pontos,NEWS_PODER360,unknown,-,abstencao,,,,1
953108721446926723,"&#8216;Presidente do país deve moderar, não atiçar&#8217;, diz FHC",NEWS_PODER360,unknown,-,abstencao,,,,0
1119759203841066612,Fernando Baiano diz ter feito repasses de R$ 4 milhões para Cunha,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,15
366169758387123591,Marcelo diz que &#8220;não há condições&#8221; para adiar eleições de 24 de janeiro,NEWS_ECO,unknown,-,abstencao,,,,0
77294297762709218,MPF denuncia 6 pessoas por desvio em contratos do DER-RJ,NEWS_PODER360,unknown,-,abstencao,,,,1
217626844586595396,DGS considera Marcelo contacto de baixo risco e exclui isolamento,NEWS_ECO,unknown,-,abstencao,,,,0
1116519045985053232,Saiba quais bairros estão sem água em SP e Santo André pós-chuvas,NEWS_PODER360,unknown,-,abstencao,,,,38
219681514163752424,"Hoje nas notícias: Sondagens, Soares da Costa e portagens",NEWS_ECO,unknown,-,abstencao,,,,0
148690356174789736,"Às vésperas da votação da denúncia, Temer diz que desafios &#8216;motivam governo&#8217;",NEWS_PODER360,unknown,-,abstencao,,,,0
696594542210064621,"PSD, PCP, BE e CDS querem revogação total ou parcial das novas regras das PPP",NEWS_ECO,unknown,-,abstencao,,,,0
216436039684551048,"Nenhuma rede terá regulação maior que leis brasileiras, diz Dino",NEWS_PODER360,unknown,-,abstencao,,,,7
669483238536255830,"No Carnaval, presidente Lula passará por Recife, Salvador e Rio de Janeiro",NEWS_BRASILDEFATO,true,media,corroboracao,cnnbrasil.com.br;correiobraziliense.com.br;g1.globo.com;metropoles.com;poder360.com.br,,,58
29781912956346567,Estudantes contra os cortes na educação e em defesa da Amazônia em Porto Alegre,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,23
65884904710104965,Governo enviará projetos para ajudar caixa de Estados e municípios em 20 dias,NEWS_PODER360,unknown,-,abstencao,,,,1
134732747361348224,"Político do DEM é nomeado chefe do Parque Nacional de Caparaó, unidade que abriga o Pico da Bandeira",NEWS_OECO,unknown,-,abstencao,,,,3
1144701384706441297,"ChatGPT trará mais interação com cliente, diz presidente da Vivo",NEWS_PODER360,unknown,-,abstencao,,,,1
111086177797348718,UE e Cuba assinam primeiro acordo bilateral,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,3
86222295221904077,Em Moscou qualquer um pode tomar vacina &#8211; e ganha um sorvete,NEWS_PODER360,unknown,-,abstencao,,,,0
1135808145008706962,Conheça a história da fotografia feita por Sebastião Salgado no Paraná e que ganhou o mundo,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,14
162493238164968117,Cascais foi a autarquia que mais gastou com a pandemia. Veja o ranking,NEWS_ECO,unknown,-,abstencao,,,,0
142911281622673732,Fidelidade assina acordo para compra 51% da peruana La Positiva e chega à América latina,NEWS_ECO,unknown,-,abstencao,,,,0
197260967103862050,Primeira delatora da Lava Jato diz que havia prêmio para quem entregasse Lula,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
205792751942721859,RS mantém ritmo preocupante e avança em direção aos 10 mil óbitos pela covid-19,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
995147175874002775,"Tenho fé que Bolsonaro será candidato em 2026, diz Valdemar Costa Neto",NEWS_PODER360,unknown,-,abstencao,,,,49
170806806207616452,"Mercado automóvel em Portugal aumentou 5,6% em 2024",NEWS_ECO,unknown,-,abstencao,,,,79
436555701649944740,Lula se reúne com Douglas Belchior e Benedita da Silva e discute agenda política para o país,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
